ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-2,RESTAURANTPAIR1515,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1515,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1505,SYSTEM1.TXT,0.23077,0.50000,0.31579,1

ROUGE-1,RESTAURANTPAIR1505,SYSTEM1.TXT,0.23077,0.50000,0.31579,1

ROUGE-2,RESTAURANTPAIR1505,SYSTEM1.TXT,0.16667,0.40000,0.23529,1

ROUGE-SU4,RESTAURANTPAIR1505,SYSTEM1.TXT,0.10909,0.30000,0.16000,1

ROUGE-L,RESTAURANTPAIR1506,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1506,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1506,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1506,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1507,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1507,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1507,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1507,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1508,SYSTEM1.TXT,0.06250,0.06250,0.06250,1

ROUGE-1,RESTAURANTPAIR1508,SYSTEM1.TXT,0.06250,0.05882,0.06061,1

ROUGE-2,RESTAURANTPAIR1508,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1508,SYSTEM1.TXT,0.01429,0.01333,0.01379,1

ROUGE-L,RESTAURANTPAIR1509,SYSTEM1.TXT,0.11111,0.12500,0.11765,1

ROUGE-1,RESTAURANTPAIR1509,SYSTEM1.TXT,0.10526,0.11765,0.11111,1

ROUGE-2,RESTAURANTPAIR1509,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1509,SYSTEM1.TXT,0.02353,0.02667,0.02500,1

ROUGE-L,RESTAURANTPAIR1500,SYSTEM1.TXT,0.05556,0.10000,0.07143,1

ROUGE-1,RESTAURANTPAIR1500,SYSTEM1.TXT,0.10526,0.20000,0.13793,1

ROUGE-2,RESTAURANTPAIR1500,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1500,SYSTEM1.TXT,0.02353,0.05000,0.03200,1

ROUGE-L,RESTAURANTPAIR1501,SYSTEM1.TXT,0.12500,0.20000,0.15385,1

ROUGE-1,RESTAURANTPAIR1501,SYSTEM1.TXT,0.12500,0.20000,0.15385,1

ROUGE-2,RESTAURANTPAIR1501,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1501,SYSTEM1.TXT,0.02857,0.05000,0.03636,1

ROUGE-L,RESTAURANTPAIR1502,SYSTEM1.TXT,0.07692,0.10000,0.08696,1

ROUGE-1,RESTAURANTPAIR1502,SYSTEM1.TXT,0.06250,0.10000,0.07692,1

ROUGE-2,RESTAURANTPAIR1502,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1502,SYSTEM1.TXT,0.01429,0.02500,0.01818,1

ROUGE-L,RESTAURANTPAIR1503,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1503,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1503,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1503,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1504,SYSTEM1.TXT,0.10000,0.16667,0.12500,1

ROUGE-1,RESTAURANTPAIR1504,SYSTEM1.TXT,0.10000,0.16667,0.12500,1

ROUGE-2,RESTAURANTPAIR1504,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1504,SYSTEM1.TXT,0.02500,0.05000,0.03333,1

ROUGE-L,RESTAURANTPAIR999,SYSTEM1.TXT,0.06250,0.08333,0.07143,1

ROUGE-1,RESTAURANTPAIR999,SYSTEM1.TXT,0.05263,0.08333,0.06452,1

ROUGE-2,RESTAURANTPAIR999,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR999,SYSTEM1.TXT,0.01176,0.02000,0.01481,1

ROUGE-L,RESTAURANTPAIR998,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR998,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR998,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR998,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR997,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-1,RESTAURANTPAIR997,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-2,RESTAURANTPAIR997,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR997,SYSTEM1.TXT,0.03333,0.02000,0.02500,1

ROUGE-L,RESTAURANTPAIR989,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR989,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR989,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR989,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR988,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR988,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR988,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR988,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR987,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR987,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR987,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR987,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR986,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR986,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR986,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR986,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR996,SYSTEM1.TXT,0.06250,0.08333,0.07143,1

ROUGE-1,RESTAURANTPAIR996,SYSTEM1.TXT,0.12500,0.16667,0.14286,1

ROUGE-2,RESTAURANTPAIR996,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR996,SYSTEM1.TXT,0.02857,0.04000,0.03333,1

ROUGE-L,RESTAURANTPAIR995,SYSTEM1.TXT,0.33333,0.08333,0.13333,1

ROUGE-1,RESTAURANTPAIR995,SYSTEM1.TXT,0.66667,0.16667,0.26667,1

ROUGE-2,RESTAURANTPAIR995,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR995,SYSTEM1.TXT,0.33333,0.04000,0.07143,1

ROUGE-L,RESTAURANTPAIR994,SYSTEM1.TXT,0.08333,0.08333,0.08333,1

ROUGE-1,RESTAURANTPAIR994,SYSTEM1.TXT,0.07143,0.08333,0.07692,1

ROUGE-2,RESTAURANTPAIR994,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR994,SYSTEM1.TXT,0.01667,0.02000,0.01818,1

ROUGE-L,RESTAURANTPAIR993,SYSTEM1.TXT,0.11111,0.08333,0.09524,1

ROUGE-1,RESTAURANTPAIR993,SYSTEM1.TXT,0.11111,0.08333,0.09524,1

ROUGE-2,RESTAURANTPAIR993,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR993,SYSTEM1.TXT,0.02857,0.02000,0.02353,1

ROUGE-L,RESTAURANTPAIR992,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-1,RESTAURANTPAIR992,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-2,RESTAURANTPAIR992,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR992,SYSTEM1.TXT,0.03333,0.02000,0.02500,1

ROUGE-L,RESTAURANTPAIR991,SYSTEM1.TXT,0.16667,0.08333,0.11111,1

ROUGE-1,RESTAURANTPAIR991,SYSTEM1.TXT,0.16667,0.08333,0.11111,1

ROUGE-2,RESTAURANTPAIR991,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR991,SYSTEM1.TXT,0.05000,0.02000,0.02857,1

ROUGE-L,RESTAURANTPAIR990,SYSTEM1.TXT,0.25000,0.08333,0.12500,1

ROUGE-1,RESTAURANTPAIR990,SYSTEM1.TXT,0.25000,0.08333,0.12500,1

ROUGE-2,RESTAURANTPAIR990,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR990,SYSTEM1.TXT,0.10000,0.02000,0.03333,1

ROUGE-L,RESTAURANTPAIR1563,SYSTEM1.TXT,0.07143,0.07692,0.07407,1

ROUGE-1,RESTAURANTPAIR1563,SYSTEM1.TXT,0.13333,0.12500,0.12903,1

ROUGE-2,RESTAURANTPAIR1563,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1563,SYSTEM1.TXT,0.03077,0.02857,0.02963,1

ROUGE-L,RESTAURANTPAIR1564,SYSTEM1.TXT,0.11111,0.15385,0.12903,1

ROUGE-1,RESTAURANTPAIR1564,SYSTEM1.TXT,0.10526,0.12500,0.11429,1

ROUGE-2,RESTAURANTPAIR1564,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1564,SYSTEM1.TXT,0.02353,0.02857,0.02581,1

ROUGE-L,RESTAURANTPAIR1565,SYSTEM1.TXT,0.14286,0.07692,0.10000,1

ROUGE-1,RESTAURANTPAIR1565,SYSTEM1.TXT,0.14286,0.06250,0.08696,1

ROUGE-2,RESTAURANTPAIR1565,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1565,SYSTEM1.TXT,0.04000,0.01429,0.02105,1

ROUGE-L,RESTAURANTPAIR1566,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1566,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1566,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1566,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1567,SYSTEM1.TXT,0.07143,0.14286,0.09524,1

ROUGE-1,RESTAURANTPAIR1567,SYSTEM1.TXT,0.06667,0.14286,0.09091,1

ROUGE-2,RESTAURANTPAIR1567,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1567,SYSTEM1.TXT,0.01538,0.04000,0.02222,1

ROUGE-L,RESTAURANTPAIR1568,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1568,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1568,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1568,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1569,SYSTEM1.TXT,0.20000,0.12500,0.15385,1

ROUGE-1,RESTAURANTPAIR1569,SYSTEM1.TXT,0.20000,0.12500,0.15385,1

ROUGE-2,RESTAURANTPAIR1569,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1569,SYSTEM1.TXT,0.06667,0.03333,0.04444,1

ROUGE-L,RESTAURANTPAIR1560,SYSTEM1.TXT,0.14286,0.06250,0.08696,1

ROUGE-1,RESTAURANTPAIR1560,SYSTEM1.TXT,0.14286,0.06250,0.08696,1

ROUGE-2,RESTAURANTPAIR1560,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1560,SYSTEM1.TXT,0.04000,0.01429,0.02105,1

ROUGE-L,RESTAURANTPAIR1561,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1561,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1561,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1561,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1562,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1562,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1562,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1562,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR621,SYSTEM1.TXT,0.28571,0.15385,0.20000,1

ROUGE-1,LAPTOPPAIR621,SYSTEM1.TXT,0.28571,0.14286,0.19048,1

ROUGE-2,LAPTOPPAIR621,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR621,SYSTEM1.TXT,0.08000,0.03333,0.04706,1

ROUGE-L,LAPTOPPAIR620,SYSTEM1.TXT,0.14286,0.15385,0.14815,1

ROUGE-1,LAPTOPPAIR620,SYSTEM1.TXT,0.14286,0.14286,0.14286,1

ROUGE-2,LAPTOPPAIR620,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR620,SYSTEM1.TXT,0.03333,0.03333,0.03333,1

ROUGE-L,RESTAURANTPAIR1552,SYSTEM1.TXT,0.25000,0.12500,0.16667,1

ROUGE-1,RESTAURANTPAIR1552,SYSTEM1.TXT,0.25000,0.12500,0.16667,1

ROUGE-2,RESTAURANTPAIR1552,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1552,SYSTEM1.TXT,0.10000,0.03333,0.05000,1

ROUGE-L,RESTAURANTPAIR1553,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1553,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1553,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1553,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1554,SYSTEM1.TXT,0.18182,0.18182,0.18182,1

ROUGE-1,RESTAURANTPAIR1554,SYSTEM1.TXT,0.27273,0.27273,0.27273,1

ROUGE-2,RESTAURANTPAIR1554,SYSTEM1.TXT,0.10000,0.10000,0.10000,1

ROUGE-SU4,RESTAURANTPAIR1554,SYSTEM1.TXT,0.08889,0.08889,0.08889,1

ROUGE-L,RESTAURANTPAIR1555,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1555,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1555,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1555,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1556,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1556,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1556,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1556,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1557,SYSTEM1.TXT,0.07143,0.06250,0.06667,1

ROUGE-1,RESTAURANTPAIR1557,SYSTEM1.TXT,0.13333,0.12500,0.12903,1

ROUGE-2,RESTAURANTPAIR1557,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1557,SYSTEM1.TXT,0.03077,0.02857,0.02963,1

ROUGE-L,RESTAURANTPAIR1558,SYSTEM1.TXT,0.05556,0.06250,0.05882,1

ROUGE-1,RESTAURANTPAIR1558,SYSTEM1.TXT,0.15789,0.18750,0.17143,1

ROUGE-2,RESTAURANTPAIR1558,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1558,SYSTEM1.TXT,0.03529,0.04286,0.03871,1

ROUGE-L,RESTAURANTPAIR1559,SYSTEM1.TXT,0.07692,0.06250,0.06897,1

ROUGE-1,RESTAURANTPAIR1559,SYSTEM1.TXT,0.18750,0.18750,0.18750,1

ROUGE-2,RESTAURANTPAIR1559,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1559,SYSTEM1.TXT,0.05714,0.05714,0.05714,1

ROUGE-L,RESTAURANTPAIR1550,SYSTEM1.TXT,0.06250,0.05556,0.05882,1

ROUGE-1,RESTAURANTPAIR1550,SYSTEM1.TXT,0.06250,0.05263,0.05714,1

ROUGE-2,RESTAURANTPAIR1550,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1550,SYSTEM1.TXT,0.01429,0.01176,0.01290,1

ROUGE-L,RESTAURANTPAIR1551,SYSTEM1.TXT,0.09091,0.12500,0.10526,1

ROUGE-1,RESTAURANTPAIR1551,SYSTEM1.TXT,0.09091,0.12500,0.10526,1

ROUGE-2,RESTAURANTPAIR1551,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1551,SYSTEM1.TXT,0.02222,0.03333,0.02667,1

ROUGE-L,RESTAURANTPAIR1549,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1549,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1549,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1549,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1541,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1541,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1541,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1541,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1542,SYSTEM1.TXT,0.09091,0.16667,0.11765,1

ROUGE-1,RESTAURANTPAIR1542,SYSTEM1.TXT,0.09091,0.16667,0.11765,1

ROUGE-2,RESTAURANTPAIR1542,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1542,SYSTEM1.TXT,0.02222,0.05000,0.03077,1

ROUGE-L,RESTAURANTPAIR1543,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1543,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1543,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1543,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1544,SYSTEM1.TXT,0.09091,0.16667,0.11765,1

ROUGE-1,RESTAURANTPAIR1544,SYSTEM1.TXT,0.18182,0.33333,0.23529,1

ROUGE-2,RESTAURANTPAIR1544,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1544,SYSTEM1.TXT,0.04444,0.10000,0.06154,1

ROUGE-L,RESTAURANTPAIR1545,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1545,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1545,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1545,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1546,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1546,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1546,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1546,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1547,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1547,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1547,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1547,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1548,SYSTEM1.TXT,0.06250,0.07143,0.06667,1

ROUGE-1,RESTAURANTPAIR1548,SYSTEM1.TXT,0.06250,0.06667,0.06452,1

ROUGE-2,RESTAURANTPAIR1548,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1548,SYSTEM1.TXT,0.01429,0.01538,0.01481,1

ROUGE-L,RESTAURANTPAIR1540,SYSTEM1.TXT,0.09091,0.20000,0.12500,1

ROUGE-1,RESTAURANTPAIR1540,SYSTEM1.TXT,0.09091,0.20000,0.12500,1

ROUGE-2,RESTAURANTPAIR1540,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1540,SYSTEM1.TXT,0.02222,0.06667,0.03333,1

ROUGE-L,LAPTOPPAIR605,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR605,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR605,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR605,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR604,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR604,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR604,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR604,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR603,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR603,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR603,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR603,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR602,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR602,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR602,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR602,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR601,SYSTEM1.TXT,0.14286,0.16667,0.15385,1

ROUGE-1,LAPTOPPAIR601,SYSTEM1.TXT,0.14286,0.15385,0.14815,1

ROUGE-2,LAPTOPPAIR601,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR601,SYSTEM1.TXT,0.05000,0.05455,0.05217,1

ROUGE-L,LAPTOPPAIR600,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR600,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR600,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR600,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1538,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1538,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1538,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1538,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1539,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1539,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1539,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1539,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR609,SYSTEM1.TXT,0.14286,0.07692,0.10000,1

ROUGE-1,LAPTOPPAIR609,SYSTEM1.TXT,0.14286,0.07692,0.10000,1

ROUGE-2,LAPTOPPAIR609,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR609,SYSTEM1.TXT,0.04000,0.01818,0.02500,1

ROUGE-L,LAPTOPPAIR608,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR608,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR608,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR608,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR607,SYSTEM1.TXT,0.33333,0.33333,0.33333,1

ROUGE-1,LAPTOPPAIR607,SYSTEM1.TXT,0.33333,0.30000,0.31579,1

