ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries

ROUGE-SU4,LAPTOPPAIR74,SYSTEM1.TXT,0.01667,0.05000,0.02500,1

ROUGE-L,LAPTOPPAIR75,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR75,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR75,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR75,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR76,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR76,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR76,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR76,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR77,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR77,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR77,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR77,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR78,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR78,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR78,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR78,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR489,SYSTEM1.TXT,0.12500,0.07692,0.09524,1

ROUGE-1,LAPTOPPAIR489,SYSTEM1.TXT,0.12500,0.07692,0.09524,1

ROUGE-2,LAPTOPPAIR489,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR489,SYSTEM1.TXT,0.03333,0.01818,0.02353,1

ROUGE-L,LAPTOPPAIR79,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR79,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR79,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR79,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR488,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR488,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR488,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR488,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1299,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1299,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1299,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1299,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,RESTAURANTPAIR1291,SYSTEM1.TXT,0.33333,0.11111,0.16667,1

ROUGE-1,RESTAURANTPAIR1291,SYSTEM1.TXT,0.33333,0.11111,0.16667,1

ROUGE-2,RESTAURANTPAIR1291,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1291,SYSTEM1.TXT,0.16667,0.02857,0.04878,1

ROUGE-L,RESTAURANTPAIR1292,SYSTEM1.TXT,0.20000,0.11111,0.14286,1

ROUGE-1,RESTAURANTPAIR1292,SYSTEM1.TXT,0.40000,0.22222,0.28571,1

ROUGE-2,RESTAURANTPAIR1292,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1292,SYSTEM1.TXT,0.13333,0.05714,0.08000,1

ROUGE-L,RESTAURANTPAIR1293,SYSTEM1.TXT,0.20000,0.11111,0.14286,1

ROUGE-1,RESTAURANTPAIR1293,SYSTEM1.TXT,0.20000,0.11111,0.14286,1

ROUGE-2,RESTAURANTPAIR1293,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1293,SYSTEM1.TXT,0.06667,0.02857,0.04000,1

ROUGE-L,RESTAURANTPAIR1294,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1294,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1294,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1294,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR80,SYSTEM1.TXT,0.16667,0.25000,0.20000,1

ROUGE-1,LAPTOPPAIR80,SYSTEM1.TXT,0.15789,0.25000,0.19355,1

ROUGE-2,LAPTOPPAIR80,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR80,SYSTEM1.TXT,0.03529,0.06000,0.04444,1

ROUGE-L,RESTAURANTPAIR1295,SYSTEM1.TXT,0.08333,0.11111,0.09524,1

ROUGE-1,RESTAURANTPAIR1295,SYSTEM1.TXT,0.07143,0.11111,0.08696,1

ROUGE-2,RESTAURANTPAIR1295,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1295,SYSTEM1.TXT,0.01667,0.02857,0.02105,1

ROUGE-L,LAPTOPPAIR81,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-1,LAPTOPPAIR81,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-2,LAPTOPPAIR81,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR81,SYSTEM1.TXT,0.03333,0.02000,0.02500,1

ROUGE-L,RESTAURANTPAIR1296,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1296,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1296,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1296,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR82,SYSTEM1.TXT,0.08333,0.08333,0.08333,1

ROUGE-1,LAPTOPPAIR82,SYSTEM1.TXT,0.07692,0.08333,0.08000,1

ROUGE-2,LAPTOPPAIR82,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR82,SYSTEM1.TXT,0.01818,0.02000,0.01905,1

ROUGE-L,RESTAURANTPAIR1297,SYSTEM1.TXT,0.05882,0.20000,0.09091,1

ROUGE-1,RESTAURANTPAIR1297,SYSTEM1.TXT,0.05263,0.20000,0.08333,1

ROUGE-2,RESTAURANTPAIR1297,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1297,SYSTEM1.TXT,0.01176,0.06667,0.02000,1

ROUGE-L,LAPTOPPAIR83,SYSTEM1.TXT,0.07692,0.08333,0.08000,1

ROUGE-1,LAPTOPPAIR83,SYSTEM1.TXT,0.12500,0.16667,0.14286,1

ROUGE-2,LAPTOPPAIR83,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR83,SYSTEM1.TXT,0.02857,0.04000,0.03333,1

ROUGE-L,RESTAURANTPAIR1298,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,RESTAURANTPAIR1298,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,RESTAURANTPAIR1298,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1298,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR84,SYSTEM1.TXT,0.05556,0.08333,0.06667,1

ROUGE-1,LAPTOPPAIR84,SYSTEM1.TXT,0.10526,0.16667,0.12903,1

ROUGE-2,LAPTOPPAIR84,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR84,SYSTEM1.TXT,0.02353,0.04000,0.02963,1

ROUGE-L,LAPTOPPAIR85,SYSTEM1.TXT,0.15789,0.25000,0.19355,1

ROUGE-1,LAPTOPPAIR85,SYSTEM1.TXT,0.21053,0.33333,0.25806,1

ROUGE-2,LAPTOPPAIR85,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR85,SYSTEM1.TXT,0.04706,0.08000,0.05926,1

ROUGE-L,LAPTOPPAIR86,SYSTEM1.TXT,0.14286,0.25000,0.18182,1

ROUGE-1,LAPTOPPAIR86,SYSTEM1.TXT,0.19048,0.33333,0.24242,1

ROUGE-2,LAPTOPPAIR86,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR86,SYSTEM1.TXT,0.04211,0.08000,0.05517,1

ROUGE-L,LAPTOPPAIR87,SYSTEM1.TXT,0.12500,0.08333,0.10000,1

ROUGE-1,LAPTOPPAIR87,SYSTEM1.TXT,0.10000,0.08333,0.09091,1

ROUGE-2,LAPTOPPAIR87,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR87,SYSTEM1.TXT,0.02500,0.02000,0.02222,1

ROUGE-L,LAPTOPPAIR88,SYSTEM1.TXT,0.05263,0.08333,0.06452,1

ROUGE-1,LAPTOPPAIR88,SYSTEM1.TXT,0.10526,0.16667,0.12903,1

ROUGE-2,LAPTOPPAIR88,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR88,SYSTEM1.TXT,0.02353,0.04000,0.02963,1

ROUGE-L,LAPTOPPAIR89,SYSTEM1.TXT,0.06250,0.08333,0.07143,1

ROUGE-1,LAPTOPPAIR89,SYSTEM1.TXT,0.15789,0.25000,0.19355,1

ROUGE-2,LAPTOPPAIR89,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR89,SYSTEM1.TXT,0.05882,0.10000,0.07407,1

ROUGE-L,LAPTOPPAIR499,SYSTEM1.TXT,0.14286,0.07692,0.10000,1

ROUGE-1,LAPTOPPAIR499,SYSTEM1.TXT,0.14286,0.07692,0.10000,1

ROUGE-2,LAPTOPPAIR499,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR499,SYSTEM1.TXT,0.04000,0.01818,0.02500,1

ROUGE-L,RESTAURANTPAIR1290,SYSTEM1.TXT,0.10000,0.25000,0.14286,1

ROUGE-1,RESTAURANTPAIR1290,SYSTEM1.TXT,0.10000,0.25000,0.14286,1

ROUGE-2,RESTAURANTPAIR1290,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,RESTAURANTPAIR1290,SYSTEM1.TXT,0.02500,0.10000,0.04000,1

ROUGE-L,LAPTOPPAIR50,SYSTEM1.TXT,0.33333,0.11111,0.16667,1

ROUGE-1,LAPTOPPAIR50,SYSTEM1.TXT,0.33333,0.11111,0.16667,1

ROUGE-2,LAPTOPPAIR50,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR50,SYSTEM1.TXT,0.16667,0.02857,0.04878,1

ROUGE-L,LAPTOPPAIR51,SYSTEM1.TXT,0.10000,0.11111,0.10526,1

ROUGE-1,LAPTOPPAIR51,SYSTEM1.TXT,0.10000,0.11111,0.10526,1

ROUGE-2,LAPTOPPAIR51,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR51,SYSTEM1.TXT,0.02500,0.02857,0.02667,1

ROUGE-L,LAPTOPPAIR52,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR52,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR52,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR52,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR53,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR53,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR53,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR53,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR54,SYSTEM1.TXT,0.25000,0.11111,0.15385,1

ROUGE-1,LAPTOPPAIR54,SYSTEM1.TXT,0.25000,0.11111,0.15385,1

ROUGE-2,LAPTOPPAIR54,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR54,SYSTEM1.TXT,0.10000,0.02857,0.04444,1

ROUGE-L,LAPTOPPAIR55,SYSTEM1.TXT,0.05556,0.16667,0.08333,1

ROUGE-1,LAPTOPPAIR55,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-2,LAPTOPPAIR55,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR55,SYSTEM1.TXT,0.01176,0.05000,0.01905,1

ROUGE-L,LAPTOPPAIR56,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR56,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR56,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR56,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR57,SYSTEM1.TXT,0.08333,0.16667,0.11111,1

ROUGE-1,LAPTOPPAIR57,SYSTEM1.TXT,0.08333,0.16667,0.11111,1

ROUGE-2,LAPTOPPAIR57,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR57,SYSTEM1.TXT,0.02000,0.05000,0.02857,1

ROUGE-L,LAPTOPPAIR58,SYSTEM1.TXT,0.08333,0.16667,0.11111,1

ROUGE-1,LAPTOPPAIR58,SYSTEM1.TXT,0.07692,0.16667,0.10526,1

ROUGE-2,LAPTOPPAIR58,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR58,SYSTEM1.TXT,0.01818,0.05000,0.02667,1

ROUGE-L,LAPTOPPAIR59,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR59,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR59,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR59,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR60,SYSTEM1.TXT,0.05556,0.16667,0.08333,1

ROUGE-1,LAPTOPPAIR60,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-2,LAPTOPPAIR60,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR60,SYSTEM1.TXT,0.01176,0.05000,0.01905,1

ROUGE-L,LAPTOPPAIR61,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR61,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR61,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR61,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR62,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-1,LAPTOPPAIR62,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-2,LAPTOPPAIR62,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR62,SYSTEM1.TXT,0.01176,0.05000,0.01905,1

ROUGE-L,LAPTOPPAIR63,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR63,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR63,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR63,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR64,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR64,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR64,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR64,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR65,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-1,LAPTOPPAIR65,SYSTEM1.TXT,0.10526,0.33333,0.16000,1

ROUGE-2,LAPTOPPAIR65,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR65,SYSTEM1.TXT,0.02353,0.10000,0.03810,1

ROUGE-L,LAPTOPPAIR66,SYSTEM1.TXT,0.06250,0.16667,0.09091,1

ROUGE-1,LAPTOPPAIR66,SYSTEM1.TXT,0.05263,0.16667,0.08000,1

ROUGE-2,LAPTOPPAIR66,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR66,SYSTEM1.TXT,0.01176,0.05000,0.01905,1

ROUGE-L,LAPTOPPAIR67,SYSTEM1.TXT,0.14286,0.16667,0.15385,1

ROUGE-1,LAPTOPPAIR67,SYSTEM1.TXT,0.14286,0.16667,0.15385,1

ROUGE-2,LAPTOPPAIR67,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR67,SYSTEM1.TXT,0.04000,0.05000,0.04444,1

ROUGE-L,LAPTOPPAIR68,SYSTEM1.TXT,0.28571,0.33333,0.30769,1

ROUGE-1,LAPTOPPAIR68,SYSTEM1.TXT,0.28571,0.33333,0.30769,1

ROUGE-2,LAPTOPPAIR68,SYSTEM1.TXT,0.16667,0.20000,0.18182,1

ROUGE-SU4,LAPTOPPAIR68,SYSTEM1.TXT,0.12000,0.15000,0.13333,1

ROUGE-L,LAPTOPPAIR69,SYSTEM1.TXT,0.07692,0.16667,0.10526,1

ROUGE-1,LAPTOPPAIR69,SYSTEM1.TXT,0.15385,0.33333,0.21053,1

ROUGE-2,LAPTOPPAIR69,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR69,SYSTEM1.TXT,0.03636,0.10000,0.05333,1

ROUGE-L,LAPTOPPAIR30,SYSTEM1.TXT,0.12500,0.12500,0.12500,1

ROUGE-1,LAPTOPPAIR30,SYSTEM1.TXT,0.12500,0.12500,0.12500,1

ROUGE-2,LAPTOPPAIR30,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR30,SYSTEM1.TXT,0.03333,0.03333,0.03333,1

ROUGE-L,LAPTOPPAIR31,SYSTEM1.TXT,0.16667,0.25000,0.20000,1

ROUGE-1,LAPTOPPAIR31,SYSTEM1.TXT,0.33333,0.50000,0.40000,1

ROUGE-2,LAPTOPPAIR31,SYSTEM1.TXT,0.09091,0.14286,0.11111,1

ROUGE-SU4,LAPTOPPAIR31,SYSTEM1.TXT,0.12000,0.20000,0.15000,1

ROUGE-L,LAPTOPPAIR32,SYSTEM1.TXT,0.06667,0.12500,0.08696,1

ROUGE-1,LAPTOPPAIR32,SYSTEM1.TXT,0.06250,0.12500,0.08333,1

ROUGE-2,LAPTOPPAIR32,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR32,SYSTEM1.TXT,0.01429,0.03333,0.02000,1

ROUGE-L,LAPTOPPAIR33,SYSTEM1.TXT,0.07143,0.12500,0.09091,1

ROUGE-1,LAPTOPPAIR33,SYSTEM1.TXT,0.07143,0.12500,0.09091,1

ROUGE-2,LAPTOPPAIR33,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR33,SYSTEM1.TXT,0.01667,0.03333,0.02222,1

ROUGE-L,LAPTOPPAIR34,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR34,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR34,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR34,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR35,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR35,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR35,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR35,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR36,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR36,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR36,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR36,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR37,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR37,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR37,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR37,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR38,SYSTEM1.TXT,0.40000,0.13333,0.20000,1

ROUGE-1,LAPTOPPAIR38,SYSTEM1.TXT,0.40000,0.12500,0.19048,1

ROUGE-2,LAPTOPPAIR38,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR38,SYSTEM1.TXT,0.20000,0.04286,0.07059,1

ROUGE-L,LAPTOPPAIR39,SYSTEM1.TXT,0.12500,0.13333,0.12903,1

ROUGE-1,LAPTOPPAIR39,SYSTEM1.TXT,0.18750,0.18750,0.18750,1

ROUGE-2,LAPTOPPAIR39,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR39,SYSTEM1.TXT,0.04286,0.04286,0.04286,1

ROUGE-L,LAPTOPPAIR40,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR40,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR40,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR40,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR41,SYSTEM1.TXT,0.16667,0.06667,0.09524,1

ROUGE-1,LAPTOPPAIR41,SYSTEM1.TXT,0.16667,0.06250,0.09091,1

ROUGE-2,LAPTOPPAIR41,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR41,SYSTEM1.TXT,0.05000,0.01429,0.02222,1

ROUGE-L,LAPTOPPAIR42,SYSTEM1.TXT,0.28571,0.13333,0.18182,1

ROUGE-1,LAPTOPPAIR42,SYSTEM1.TXT,0.28571,0.12500,0.17391,1

ROUGE-2,LAPTOPPAIR42,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR42,SYSTEM1.TXT,0.08000,0.02857,0.04211,1

ROUGE-L,LAPTOPPAIR43,SYSTEM1.TXT,0.33333,0.06667,0.11111,1

ROUGE-1,LAPTOPPAIR43,SYSTEM1.TXT,0.33333,0.06250,0.10526,1

ROUGE-2,LAPTOPPAIR43,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR43,SYSTEM1.TXT,0.16667,0.01429,0.02632,1

ROUGE-L,LAPTOPPAIR44,SYSTEM1.TXT,0.05556,0.10000,0.07143,1

ROUGE-1,LAPTOPPAIR44,SYSTEM1.TXT,0.05000,0.10000,0.06667,1

ROUGE-2,LAPTOPPAIR44,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR44,SYSTEM1.TXT,0.01111,0.02500,0.01538,1

ROUGE-L,LAPTOPPAIR45,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-1,LAPTOPPAIR45,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-2,LAPTOPPAIR45,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR45,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-L,LAPTOPPAIR46,SYSTEM1.TXT,0.11111,0.22222,0.14815,1

ROUGE-1,LAPTOPPAIR46,SYSTEM1.TXT,0.10526,0.22222,0.14286,1

ROUGE-2,LAPTOPPAIR46,SYSTEM1.TXT,0.05556,0.12500,0.07692,1

ROUGE-SU4,LAPTOPPAIR46,SYSTEM1.TXT,0.03529,0.08571,0.05000,1

ROUGE-L,LAPTOPPAIR47,SYSTEM1.TXT,0.13333,0.22222,0.16667,1

ROUGE-1,LAPTOPPAIR47,SYSTEM1.TXT,0.18750,0.33333,0.24000,1

ROUGE-2,LAPTOPPAIR47,SYSTEM1.TXT,0.06667,0.12500,0.08696,1

ROUGE-SU4,LAPTOPPAIR47,SYSTEM1.TXT,0.05714,0.11429,0.07619,1

ROUGE-L,LAPTOPPAIR48,SYSTEM1.TXT,0.20000,0.22222,0.21053,1

ROUGE-1,LAPTOPPAIR48,SYSTEM1.TXT,0.20000,0.22222,0.21053,1

ROUGE-2,LAPTOPPAIR48,SYSTEM1.TXT,0.11111,0.12500,0.11765,1

ROUGE-SU4,LAPTOPPAIR48,SYSTEM1.TXT,0.07500,0.08571,0.08000,1

ROUGE-L,LAPTOPPAIR49,SYSTEM1.TXT,0.25000,0.11111,0.15385,1

ROUGE-1,LAPTOPPAIR49,SYSTEM1.TXT,0.25000,0.11111,0.15385,1

ROUGE-2,LAPTOPPAIR49,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU4,LAPTOPPAIR49,SYSTEM1.TXT,0.10000,0.02857,0.04444,1

ROUGE-L,LAPTOPPAIR432,SYSTEM1.TXT,0.00000,0.00000,0.00000,1

